"id_medicament","Code_EAN_13","Nom","Image_URL","Présentation","Dosage","Distributeur_ou_fabriquant","Composition","Classe_thérapeutique","Statut","Code_ATC","PPV","Prix_hospitalier","Tableau","Indications","Min_Stock","Stock_Actuel","url_medicament"
"48","6118001050826","ACTEMRA 400 MG / 20 ML, Solution à diluer pour perfusion","https://medicament.ma/image/15791/","Boîte de 1 flacon de 20 ml","400 MG / 20 ML","ROCHE S.A","Tocilizumab","Immunosuppresseur, anticorps monoclonal humanisé (anti-récepteur del'IL-6)","Commercialisé","L04AC07","5296.00","5040.00","A","Tocilizumab, en association au méthotrexate (MTX), est indiqué pour :- le traitement de la polyarthrite rhumatoïde (PR) active, sévère et évolutive chez les patients adultes non précédemment traités par MTX.- le traitement de la PR active, modérée à sévère, chez les patients adultes qui ont présenté soit une réponse inadéquate, soit une intolérance à un précédent traitement par un ou plusieurs traitements de fond (DMARDs) ou par un ou plusieurs antagonistes du facteur de nécrose tumorale (anti-TNF).Chez ces patients, Tocilizumab peut être utilisé en monothérapie en cas d’intolérance au MTX, ou lorsque la poursuite du traitement par MTX est inadaptée.Il a été montré que Tocilizumab, en association avec le méthotrexate, réduit le taux de progression des dommages structuraux articulaires mesurés par radiographie et améliore les capacités fonctionnelles.Tocilizumab est indiqué pour le traitement de l’arthrite juvénile idiopathique systémique (AJIs) active chez les patients âgés de 1 an et plus, qui ont présenté une réponse inadéquate à un précédent traitement par AINS et corticoïdes systémiques.Tocilizumab peut être utilisé en monothérapie (en cas d’intolérance au MTX ou lorsque le traitement par MTX est inadapté) ou en association au MTX.Tocilizumab en association au méthotrexate (MTX) est indiqué pour le traitement de l’arthrite juvénile idiopathique polyarticulaire (AJIp : facteur rhumatoïde positif ou négatif et oligoarthrite étendue) chez les patients âgés de 2 ans et plus, qui ont présenté une réponse inadéquate à un précédent traitement par MTX.Tocilizumab peut être utilisé en monothérapie en cas d’intolérance au MTX, ou lorsque la poursuite du traitement par MTX est inadaptée.Tocilizumab est indiqué pour le traitement des patients adultes atteints d’artérite à cellules géantes (ACG).","0","38","https://medicament.ma/medicament/actemra-400mg20ml-solution-a-diluer-pour-perfusion/"
"49","6118001050802","ACTEMRA 80 MG / 4 ML, Solution à diluer pour perfusion","https://medicament.ma/image/15791/","Boîte de 1 flacon de 10 ml","80 MG / 4 ML","ROCHE S.A","Tocilizumab","Immunosuppresseur, anticorps monoclonal humanisé (anti-récepteur del'IL-6)","Commercialisé","L04AC07","1279.00","1008.00","A","Tocilizumab, en association au méthotrexate (MTX), est indiqué pour :- le traitement de la polyarthrite rhumatoïde (PR) active, sévère et évolutive chez les patients adultes non précédemment traités par MTX.- le traitement de la PR active, modérée à sévère, chez les patients adultes qui ont présenté soit une réponse inadéquate, soit une intolérance à un précédent traitement par un ou plusieurs traitements de fond (DMARDs) ou par un ou plusieurs antagonistes du facteur de nécrose tumorale (anti-TNF).Chez ces patients, Tocilizumab peut être utilisé en monothérapie en cas d’intolérance au MTX, ou lorsque la poursuite du traitement par MTX est inadaptée.Il a été montré que Tocilizumab, en association avec le méthotrexate, réduit le taux de progression des dommages structuraux articulaires mesurés par radiographie et améliore les capacités fonctionnelles.Tocilizumab est indiqué pour le traitement de l’arthrite juvénile idiopathique systémique (AJIs) active chez les patients âgés de 1 an et plus, qui ont présenté une réponse inadéquate à un précédent traitement par AINS et corticoïdes systémiques.Tocilizumab peut être utilisé en monothérapie (en cas d’intolérance au MTX ou lorsque le traitement par MTX est inadapté) ou en association au MTX.Tocilizumab en association au méthotrexate (MTX) est indiqué pour le traitement de l’arthrite juvénile idiopathique polyarticulaire (AJIp : facteur rhumatoïde positif ou négatif et oligoarthrite étendue) chez les patients âgés de 2 ans et plus, qui ont présenté une réponse inadéquate à un précédent traitement par MTX.Tocilizumab peut être utilisé en monothérapie en cas d’intolérance au MTX, ou lorsque la poursuite du traitement par MTX est inadaptée.Tocilizumab est indiqué pour le traitement des patients adultes atteints d’artérite à cellules géantes (ACG).","0","45","https://medicament.ma/medicament/actemra-80mg4ml-solution-a-diluer-pour-perfusion/"
"56","6118001120185","ACTRAPID HM 100 UI / ML, Solution Injectable [Ins]","https://medicament.ma/image/15791/","Flacon de 10 ml","100 UI / ml","LAPROPHAN","Insuline Humaine Biogénétique","Insuline","Commercialisé","A10AB01","186.00","116.20","C","Actrapid est indiqué dans le traitement du diabète.","0","41","https://medicament.ma/medicament/actrapid-hm-100-uiml-solution-injectable/"
"57","6118001120215","ACTRAPID HM PENFIL 100 UI / ML, Solution Injectable [Ins]","https://medicament.ma/image/15791/","5 cartouches 3 ml","100 UI / ML","LAPROPHAN","Insuline Humaine Biogénétique","Insuline","Commercialisé","A10AB01","350.00","232.00","C","Actrapid est indiqué dans le traitement du diabète.","0","35","https://medicament.ma/medicament/actrapid-hm-penfill-100-uiml-solution-injectable/"
"60","6118001271283","ACUCARB 150 MG / 15 ML, Solution pour perfusion","https://medicament.ma/image/15791/","Flacon de 15 ml","150 MG","ZENITH PHARMA","Carboplatine","Cytostatique, organoplatine","Commercialisé","L01XA02","408.00","271.00","A","En monothérapie ou en association dans le traitement du carcinome ovarien, du carcinome bronchique à petites cellules, de tumeurs au niveau ORL et du cancer du col de l'utérus.Pour les cancers du domaine ORL, la monothérapie devrait être associée à une radiothérapie.En cas de cancer de la vessie, le carboplatine est indiqué uniquement en association avec d'autres cytostatiques.","0","29","https://medicament.ma/medicament/acucarb-150-mg-solution-pour-perfusion/"
"61","6118001271290","ACUCARB 450 MG, Solution pour perfusion","https://medicament.ma/image/15791/","Flacon de 45 ml","450 Mg","ZENITH PHARMA","Carboplatine","Cytostatique, organoplatine","Commercialisé","L01XA02","906.00","602.00","A","En monothérapie ou en association dans le traitement du carcinome ovarien, du carcinome bronchique à petites cellules, de tumeurs au niveau ORL et du cancer du col de l'utérus.Pour les cancers du domaine ORL, la monothérapie devrait être associée à une radiothérapie.En cas de cancer de la vessie, le carboplatine est indiqué uniquement en association avec d'autres cytostatiques.","0","53","https://medicament.ma/medicament/acucarb-450-mg-solution-pour-perfusion/"
"62","6118001170012","ACUILIX 12,5 MG / 20 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 28",NULL,"PFIZER MAROC","Quinapril | Hydrochlorothiazide","Association de deux antihypertenseurs : un diurétique et un inhibiteur de l'enzyme de conversion","Commercialisé","C09BA06","64.50","40.30","A","Traitement de l'hypertension artérielle en cas d'échec thérapeutique d'une monothérapie par un inhibiteur de l'enzyme de conversion.","0","17","https://medicament.ma/medicament/acuilix-12520-mg-comprime/"
"63","6118001251278","ACULAR 0.5 %, Collyre","https://medicament.ma/image/15791/","Flacon de 5 ml","0.5 %","AFRIC-PHAR","Ketorolac","Anti-inflammatoire non stéroïdien","Commercialisé","S01BC05","36.30","22.70","A","Prévention et traitement de l'inflammation oculaire dans les suites immédiates de la chirurgie de la cataracte avec ou sans mise en place d'un implant.ACULAR est indiqué chez l'adulte.","0","20","https://medicament.ma/medicament/acular-05-collyre/"
"64","6118001310043","ACUPAN 20 MG, Solution injectable [P]","https://medicament.ma/image/15791/","Boîte de 5 ampoules de 2 ml","20 MG","MAPHAR","Néfopam","Analgésique","Commercialisé","N02BG06","47.60","29.70","A","Traitement symptomatique des affections douloureuses aiguës, notamment des douleurs post-opératoires.","0","29","https://medicament.ma/medicament/acupan-20-mg-solution-injectable/"
"65","6118001270880","ACUPAXIL 30 MG, Solution à diluer pour perfusion","https://medicament.ma/image/15791/","Flacon de 5 ml","30 MG","ZENITH PHARMA","Paclitaxel","Cytostatique, taxane","Commercialisé","L01CD01","430.00","285.00","A","Cancer de l'ovaire: en chimiothérapie de première intention du cancer de l'ovaire, le paclitaxel est indiqué, en association avec du cisplatine, pour le traitement des patientes présentant un carcinome avancé de l'ovaire ou une tumeur résiduelle (> 1 cm) après une laparotomie initiale.En chimiothérapie de deuxième intention du cancer de l'ovaire, le paclitaxel est indiqué pour le traitement du carcinome métastatique de l'ovaire après l'échec d'un traitement standard à base de platine.Cancer du sein: à titre de traitement adjuvant, le paclitaxel est indiqué pour le traitement des patientes présentant un carcinome mammaire à ganglions positifs après un traitement par anthracycline et cyclophosphamide (AC). Le traitement adjuvant par le paclitaxel doit être envisagé comme une alternative au traitement prolongé par AC.Le paclitaxel est indiqué pour le traitement initial du cancer du sein localement avancé ou métastatique, soit en association avec une anthracycline chez les patients pour qui le traitement par les anthracyclines est approprié, soit en association avec le trastuzumab, chez les patients qui surexpriment HER-2 (récepteur 2 du facteur de croissance épidermique humain) à un niveau 3+ tel que déterminé par immunohistochimie et pour qui une anthracycline n'est pas appropriée.En monothérapie, le paclitaxel est indiqué pour le traitement du carcinome mammaire métastatique chez les patientes n'ayant pas répondu à un traitement standard à base d'anthracyclines ou pour lesquelles ce traitement est contre-indiqué.Cancer bronchique non à petites cellules avancé: le paclitaxel, en association avec le cisplatine, est indiqué pour le traitement du cancer bronchique non à petites cellules (CBNPC) chez les patients pour lesquels une chirurgie potentiellement curative et/ou une radiothérapie n'est pas indiquée.Sarcome de Kaposi lié au SIDA: le paclitaxel est indiqué pour le traitement des patients présentant un sarcome de Kaposi (SK) avancé lié au SIDA et qui n'ont pas répondu à un traitement antérieur à base d'anthracyclines liposomales.","0","30","https://medicament.ma/medicament/acupaxil-30-solution-a-diluer-pour-perfusion/"
"67","6118001103003","ADANCOR 10 MG, Comprimé sécable","https://medicament.ma/image/15791/","Boite de 30","10 MG","COOPER PHARMA","Nicorandil","Vasodilatateur coronarien","Commercialisé","C01DX16","72.80","45.50","A","Médicament utilisé dans le traitement symptomatique de l'angor stable chez les patients adultes sans contrôle suffisant avec des traitements de première ligne contre l'angor (tels que les bêtabloquants et/ou les antagonistes calciques) ou présentant une contre-indication ou intolérance à ces traitements.","0","57","https://medicament.ma/medicament/adancor-10-mg-comprime-secable/"
"68","6118001103010","ADANCOR 20 MG, Comprimé sécable","https://medicament.ma/image/15791/","Boite de 30","20 MG","COOPER PHARMA","Nicorandil","Vasodilatateur coronarien","Commercialisé","C01DX16","138.60","86.60","A","Médicament utilisé dans le traitement symptomatique de l'angor stable chez les patients adultes sans contrôle suffisant avec des traitements de première ligne contre l'angor (tels que les bêtabloquants et/ou les antagonistes calciques) ou présentant une contre-indication ou intolérance à ces traitements.","0","71","https://medicament.ma/medicament/adancor-20-mg-comprime-secable/"
"78","6118000092452","ADO 1000 MG, Comprimé pelliculé","https://medicament.ma/image/15791/","Boite de 60","1000 MG","PHARMA5","Metformine","Antidiabétique, biguanide","Commercialisé","A10BA02","35.00","21.90","A","Traitement du diabète de type 2, notamment chez les patients en excès pondéral, lorsque le régime alimentaire et l'activité physique ne suffisent pas à normaliser la glycémie. Glucophage peut être utilisé en monothérapie ou en association avec d'autres antidiabétiques oraux ou de l'insuline.En complément d'une insulinothérapie de diabète de type 1, notamment en présence d'une résistance secondaire à l'insuline, lorsqu'un traitement par l'insuline ne permet pas de contrôler suffisamment la glycémie.","0","38","https://medicament.ma/medicament/ado-1000mg-comprime-pellicule-2/"
